菜名	简介	食材-主料	食材-配料	制作步骤	URL
五色素馅饺子	儿子最喜欢吃饺子了，今天来包个素馅的。馅料是用五种颜色的菜做成的，有红的是胡萝卜，黄的是鸡蛋，绿的是韭菜，白的是平菇，黑的是木耳，五种颜色的搭配，营养丰富。	平菇, 100g; 鸡蛋, 3个; 木耳, 150g; 韭菜, 100g; 虾皮, 适量; 胡萝卜, 1个; 面粉, 1碗	油, 适量; 盐, 适量; 花椒粉, 适量	1. 面粉用水和成面团，放一旁饧发2. 鸡蛋加盐打散，倒入油锅炒散3. 平菇洗净撕成小条，开水焯烫，捞出挤干水分4. 将韭菜、胡萝卜、泡发的木耳、焯好的平菇切碎5. 将所有材料放入容器内搅匀6. 面团搓成长条，揪成小剂子7. 按扁，擀成饺子皮8. 取一面皮，放入馅9. 再对折捏成饺子10. 锅中做水烧开放入饺子11. 待水再开点入少许凉水，反复两次，饺子漂浮上来即可捞出	http://www.haodou.com/recipe/225842
三味饺子	忽然就很想吃饺子呢，就跟我老公说要吃饺子，我老公叫我跟婆婆说。婆婆说喜欢就行。哈哈··美美吃一顿饺子。做3种馅料，可以吃到不同口味。 一次包三种馅料的，皮很透，可以看到是什么馅料的。第一次吃鱼肉饺子，感觉不错呢	鲮鱼肉, 200g; 猪肉, 500g	油, 适量; 盐, 适量; 玉米, 适量; 葱, 适量; 淀粉, 适量; 鸡蛋, 适量; 糖, 适量; 饺子皮, 适量	1. 现成鱼肉，猪肉，葱花。2. 加入淀粉，盐，油，糖，鸡蛋清。3. 搅拌均匀。4. 另外是猪肉玉米馅，香葱猪肉馅。5. 取适量肉馅包入饺子皮中。6. 制成饺子生胚。7. 烧开水把饺子放入锅煮，煮到饺子浮起来就可以啦。	http://www.haodou.com/recipe/227373
煸油豆角	东北的油豆角是当地的特产。只有黑龙江的地里才会长油豆角。吃到口里软烂绵甜是东北的一绝。小时候我家在门前的一点点大的地里种过产量不高。虽然这样东北人还是种豆角。冬季里的油豆角价格比肉还贵呐。油豆角可以炖排骨、烧肉、炖土豆、炖玉米等等吃法。我和母亲学的是煸炒油豆角，一点水也不放就是翻炒。味道也是一绝！	油豆角, 300G	油, 适量; 盐, 适量	1. 锅热的时候 ，放小火2. 下豆角 快速翻炒3. 炒出豆角的水份 放盐4. 继续快速的翻炒5. 炒到没菜汤豆角酥软 为止6. 装盘即可	http://www.haodou.com/recipe/227515
韭菜猪肉三鲜馅饼	烙馅饼一般要把面和的稍软一点，烙出来饼皮会比较软，薄薄的饼皮用油煎一下，配上猪肉和海米的鲜味，非常的鲜美好吃。	韭菜, 300g; 猪肉馅, 150g; 水发海米, 100g; 鸡蛋, 4个; 面粉, 300g	盐, 适量; 白糖, 适量; 白胡椒粉, 适量; 黄酒, 适量; 生抽, 适量; 鸡精, 适量; 香油, 适量; 姜末, 适量	1. 中粉加温水和成稍稀一点的面团，醒20分钟。2. 准备好材料，最后放馅里的一个鸡蛋忘拍照了。3. 鸡蛋摊好搅成小块，猪肉馅中拌入黄酒，生抽，白糖，白胡椒粉，盐，味精，香油，搅打均匀。4. 姜，水发海米都切成末。5. 拌好的猪肉馅中加入鸡蛋块，韭菜末，姜末，水发海米末，一起搅打均匀。6. 在搅打好的馅料中加入一个生鸡蛋，搅打均匀。7. 醒发好的面团，分成大小均等的小面剂子，滚圆，按扁。8. 把小面剂子擀成中间厚两边薄的圆片。9. 包入馅料。10. 像包包子那样包住馅料。11. 用手两面按压，尽量把面按的薄厚均匀了。12. 饼铛中加点玉米油烧热，把馅饼放入，小火煎至金黄。13. 在翻馅饼之前，再放入适量的油，把馅饼翻过来煎至两面金黄。14. 出锅享用着这鲜美的馅饼吧。	http://www.haodou.com/recipe/226897
红糖馅饼	我很喜欢吃红糖，不是说女人不可一日无红糖吗，平时我就很喜欢喝红糖水，基本每天都喝，今天用红糖做了一个馅饼，也很好吃。	面粉, 500g; 红糖, 50g	油, 适量	1. 面粉加入酵母用温水活成面团，盖上盖子发酵2. 发酵到两倍大3. 取出面团揉匀，搓成长条，下成大小合适的剂子4. 取适量的红糖，放入碗中，加入适量的面粉搅拌均匀成馅5. 取一个剂子，用擀面杖擀成皮6. 包入拌好的红糖馅7. 做成一个个小饼，撒上黑芝麻8. 电饼铛放入适量的油，放入小饼9. 煎到两面金黄即可出锅装盘	http://www.haodou.com/recipe/227935
豆角土豆炖骨头	东北人，或多或少都会有炖菜情结吧。寒冷的冬天，一家人围坐饭桌前，吃着热气腾腾、香喷喷的炖菜，那叫一个畅快。东北人家吃晚饭不讲究几菜一汤，一个炖菜足矣。满满的一锅各式各样的食材，可以满足全家人不同的要求。爱吃肉的、爱吃菜的都能找到自己喜欢的东西。、 在众多炖菜中，我对炖豆角情有独钟。不仅是我，小学班里的很多同学最爱吃的也都是这个菜。那个年代小城市信息闭塞，什么川菜、湘菜的完全没有概念，只知道菜有炒菜和炖菜之分。那个年代物资也比较匮乏，炖豆角一般都只有豆角和土豆，加点儿猪油就很美味了。偶尔会炖肉或排骨，爸爸妈妈也都会夹给我吃，他们自己只吃菜。这样一锅炖菜有着我美好和温暖的童年记忆。	猪棒骨, 300g; 土豆, 200g; 豆角, 400g	姜, 适量; 八角, 适量; 料酒, 适量; 酱油, 适量; 黄豆酱, 适量; 糖, 适量; 盐, 适量	1. 棒骨斩段，在沸水中烫去血水，备用。2. 土豆切滚刀块，豆角洗净，备用。3. 汆烫好的骨头放入电压力锅，加料酒、姜片、八角和适量清水，焖10分钟左右。注意时间不能太久，一会儿还要和豆角一起继续炖。4. 炒锅热少量油，放入土豆块炒至变色。5. 放入豆角翻炒至豆角变色。6. 加入酱油、黄豆酱翻炒均匀。7. 将炖好的骨头连汤一起倒入锅中，加盐和糖调味。8. 大火烧开后加入红薯粉，小火焖煮至土豆软烂即可。土豆和红薯粉只放一样就行，今天的土豆有点少，我又加了点粉条。盛到大碗里，就可以上桌了。	http://www.haodou.com/recipe/224867
炝拌干丝	当一盘普通的凉拌干丝与孜然辣椒油相遇，闻上一闻，当真是香气扑鼻。那份孜然香与辣香结合的热油，赐予了干丝全新的味道，香浓微辣、咸鲜可口。无论是配面配饭，还是小菜儿就小酒儿，相信这份家常的炝拌干丝，都会是个不错滴选择噢！	干豆腐, 150g; 水, 适量	油, 适量; 盐, 适量; 鸡精, 1/8勺; 白糖, 适量; 香油, 1小勺; 干红椒, 1g; 孜然, 1小勺; 葱白, 10g	1. 将干豆腐切成丝，放入开水锅中焯烫1分钟左右，捞出后放入凉水中浸凉，过漏勺沥去多余水份。2. 葱白切丝。3. 干红椒切小段。4. 炒锅中倒入油适量，油热后放入干红椒、孜然，中火，翻炒至颜色变深接近黑色。5. 将干豆腐丝放入盆中，放入盐、鸡精、白糖、香油，用手抓拌均匀，放入葱白。6. 放入孜然红椒油，搅拌均匀后盛出装盘即可。	http://www.haodou.com/recipe/222839
杏鲍菇猪肉饺子	在我家，吃饺子还是一件比较麻烦的事情，因为我们都不太会擀皮，常常是擀得大小不一、厚薄不均。所以每次想吃饺子了，我就会去买饺子皮，好在卖面条的地方都有卖的。只是买来的饺子皮包出来的饺子口感还是差点，皮儿太硬了。以后要好好学习擀皮，争取不用去外面买了。杏鲍菇肉质肥厚鲜嫩，富营养价值，含人体必需的全部8种氨基酸，具降血脂、胆固醇，促消化，强免疫，防心血管病等功效。	猪肉, 500g; 杏鲍菇, 200g	五香粉, 适量; 盐, 适量; 青椒, 50g; 姜, 适量; 鸡蛋, 1颗; 生抽, 适量; 鲜贝露调味汁, 适量; 芝麻油, 适量; 美极鲜酱油, 适量	1. 杏鲍菇洗净切碎。2. 猪肉剁成肉馅。3. 加入切碎的杏鲍菇。4. 加入姜末。5. 加入青椒碎。6. 打一颗鸡蛋。7. 加鲜贝露调味汁。8. 加芝麻油。9. 加美极鲜酱油。10. 加生抽。11. 加五香粉。12. 最后加盐。13. 顺一个方向搅拌上劲。14. 买来的饺子皮。15. 包好饺子。16. 锅里水烧开，放入饺子用大火烧开。加少量凉水再烧开，点上三个滚，饺子全都飘起来就好了。	http://www.haodou.com/recipe/227787
杂粮夹馅发糕	杂粮夹馅发糕就是制作的发糕中添加了一种或多种杂粮，今天我这道发糕中放了面粉、玉米面、大豆面、小米面和燕麦片，由于面粉中掺入了一定杂粮粉，从而对杂粮发糕中的内部组织结构造成一定影响。但随着经济的发展及人民生活水平的提高，人们对食品的精细度及营养有着巨大改变，并不局限产品白、细腻及柔软。	面粉, 150g; 玉米面, 50g; 大豆面, 50g; 小米面, 50g; 燕麦, 30g	牛奶, 适量; 盐, 适量; 糖, 适量; 酵母, 适量; 黑芝麻, 适量; 豆沙馅, 适量	1. 把牛奶、盐、糖、面粉、玉米面、大豆面、小米面、燕麦片和酵母放入面包机2. 将面包机调到发面团3. 这个是发酵好的面团4. 自制豆沙馅5. 揪一大块面团擀成大饼状6. 在面饼上铺满豆沙馅7. 再揪一大块面团擀成大饼状并在面饼上铺满豆沙馅，加在刚才的那张大饼上8. 再揪一大块面团擀成大饼状盖在步骤7的面饼上9. 在上面撒满黑芝麻，20分钟后用大火蒸制30分钟10. 蒸好后不要马上开盖，过十分钟再开盖，这个是蒸好的发糕11. 拿出放到盘子里12. 切成小块就可以开吃了	http://www.haodou.com/recipe/227198
香煎水饺	水饺，一直都是用水煮着吃的，今天变了个花样，用油煎了吃，别是一番风味。这个灵感来至于哪里呢？跟老公回了一趟老家，看见大街小巷都卖水煎包吃，呵呵，水饺也可以这样吃的吧。味道还不错	水饺, 500g	油, 适量; 盐, 适量	1. 锅里放水，烧开，下入水饺，煮至7成熟2. 将水饺盛起来，过冷水，防止粘到一起3. 平底锅里放油，烧至7成热4. 放入水饺，煎至一面金黄5. 翻面，将另一面也煎至金黄即可	http://www.haodou.com/recipe/226834
香菜煎饼	这个煎饼应该算我们家的特色煎饼了吧。香菜的味道比较冲，不是所有的人都能接受它的，在我的身边就有很多不吃香菜的人，对于我们家这么爱吃香菜，觉得奇怪的人好多啊。 这个主要是因为妈妈特别爱吃香菜，所以受妈妈的影响，我们一家子都爱吃香菜，还喜欢把香菜做在各种各样的食物里。 做各种汤是肯定少不了它的，拌肉馅我们家也偏爱香菜肉的，尤其是这个单放香菜的素煎饼更是一绝，把香菜的冲味儿发挥的淋漓尽致、、、 每次吃香菜饼，亲亲总是一边吃一喊‘我爱吃草我爱吃草’~~ 哈哈哈，口味说不上遗传，应该说是天天在一起，饮食习惯总是互相影响的，天长日久：口口相传吧！	面粉, 200g; 香菜, 80g	油, 适量; 盐, 3g; 蛋, 1个; 水, 300g	1. 把面粉、鸡蛋、盐、水等都放进盆中。2. 搅拌均后，静置发酵一小时左右，让干湿材料混合的更均匀。3. 香菜洗净切成末。4. 把香菜末倒进面糊中。5. 搅拌均匀。6. 饼铛预热后，刷油。7. 倒入拌好的香菜面糊，尽量摊的均匀些。8. 盖上盖打开上下火。9. 等热气差不多散尽时，打开盖，翻面。10. 把香菜饼的两面都煎金黄，即可出锅。11. 切成小块，美美的享用。	http://www.haodou.com/recipe/227074
尖椒干豆腐	好吃不一定要复杂，这道东北传统菜：尖椒干豆腐，就是极简的美味代表。成败的关键在于干豆腐的质量。东北的干豆腐味道实在好的没话说，只需要简单的烹饪和调味，美味就上桌啦！如果换成上海的厚百叶，绝对没有这个味儿。	干豆腐, 250g	尖椒, 1个; 葱, 适量; 姜, 适量; 酱油, 适量; 盐, 适量	1. 尖椒和干豆腐分别切菱形块，葱姜切丝备用。2. 锅中热油，爆香葱姜。3. 放入干豆腐翻炒，然后加酱油和适量清水炖一下。4. 放尖椒炒至变色，再加适量盐调味即可。	http://www.haodou.com/recipe/225006
豆角烩饼	记忆中有一段时间特别喜欢吃妈妈做的炒饼，尽管她做的烩饼软软的也特好吃。她总是把大饼切成细细的丝，弄上一些香菜啊，豆角啊，西葫芦的，只要手边什么就混搭什么，随便一个小炒，既能当菜吃也能当主食充饥的。我总是吃得香喷喷有滋有味儿的，那时候就觉得妈妈可神奇啊，不像邻家的五爷家，总让他到吃饭时就爱跑来，说什么：尝尝，传传名儿，然后就呼啦呼啦得吃我们家几口，哈哈~~现在想来还好笑，那时，也不过就是邻里之间和睦，都喜欢串个门儿的，热闹也很有人情味儿。不象现在，串门儿的不多啦，也就失去了很多唯独我们童年时候在乡下小镇上特有的时光----那些令我们至今想来留恋不已的时光。哈~扯远了啊，其实也就是想吃妈妈的炒饼了不会做好，吃不上，就说炒饼有些干干的，必须要有茶有饭的搭配着，不如烩饼，软乎乎的来自我宽慰一下吧。不定那天，我一定向妈妈讨教一下炒饼的诀窍，今天，就先品尝妈妈曾经教给我的烩饼吧。	饼, 250g; 鸡蛋, 2个; 豆角, 8根	油, 适量; 盐, 适量; 洋葱, 适量; 香葱, 1根; 清开水, 适量	1. 大饼切细丝，鸡蛋打散，豆角折成寸断2. 锅内放油，煎炒鸡蛋，注意火候，保持鸡蛋的色泽，搅碎后盛起3. 锅内重新放油，加少许盐爆香洋葱粒4. 放入豆角5. 翻炒均匀后加少许清开水6. 加一滴老抽，炖片刻7. 当豆角七八分熟时加入饼丝8. 小心翻动饼丝，放入炒好的鸡蛋9. 翻一下，慢慢翻，避免鸡蛋腥气四溢，顺锅边倒少许水10. 盖上锅盖，捂一分钟11. 掀起锅盖，热腾腾的烩饼做好了	http://www.haodou.com/recipe/227111
东北菜乱炖	很久没有做我们东北菜【乱炖】了，很想吃，因为是我们的家常菜所以时间长了不吃就有点馋，这不我早上去早市买回了速冻的紫玉米，和一些做乱炖需要的青菜，排骨等原材料，计划晚上就做。 到了做晚饭的时候了打开装菜的包包做准备了，可是翻遍包包和冰箱也没有找到买来的三穗玉米，心想说不定买菜的时候仍在那个摊位上了，年纪大了就爱丢三落四的。咋整？ 一看东西不全干脆今晚不做了，等明早去早市再买吧。 就这样第二天我又去早市买玉米，顺便和卖玉米的小贩说了这件事，没成想小贩说我昨天买玉米的时候忘了拿走，喊我回来，我也没有听见就给我收起来了，赶巧我今早又去买就还给我三穗玉米了。 东西全了就做了这一大锅的东北乱炖，全家人一顿都没有吃了，剩下的放在冰箱里第二天热了又吃了一顿。我个人认为【乱炖】 很好吃，主要的是一锅菜里五颜六色、荤素都有，营养很全面的。虽然做的时候比较麻烦，但是吃起来味道好，营养均衡还是很值得的。建议南方的朋友不妨试一试这道菜。	排骨, 500g; 土豆, 100g; 西红柿, 1个; 青椒, 1个; 芸豆, 500g; 茄子, 1个; 紫玉米, 1个	油, 适量; 盐, 适量; 豆瓣酱, 5g; 蚝油, 5g; 酱油, 5g; 白糖, 3g; 八角, 两朵; 葱段, 5g; 姜片, 5g; 蒜片, 5g; 五香粉, 3g; 鸡精, 3g; 香叶, 3片; 桂皮, 1根; 山楂酒, 10g	1. 排骨洗净冷水浸泡30分钟，拔出里面的血水。然后放入山楂酒、姜片、八角、桂皮葱段等，腌制15分钟。2. 各种青菜备好，茄子一个、西红柿1个、紫玉米1个、青椒1个；3. 芸豆去掉两头拉去芸豆弦、小土豆去皮、洋葱半个洗净备用；4. 玉米切段、茄子用手掰成小块、青椒、西红柿切块；5. 小土豆一切两半，洋葱切块；6. 各种调味料备好，可以根据自己喜欢的口味适量调整；7. 蚝油、盐、豆瓣酱、酱油；8. 锅里放油烧热后，放入腌制的排骨，洋葱翻炒；9. 倒入酱油，加入少许水盖锅盖小火炖；10. 将炖到7~8成熟的排骨捞出放在盆里备用；11. 把芸豆放入锅中，炒蔫；12. 再分别放入玉米段、土豆块，倒入清水和菜持平即可；13. 再放入排骨段；14. 加入豆瓣酱两小勺；15. 山楂酒炖5~10分钟；16. 下入切块，放入五香粉；17. 放入鸡精、盐、盖盖炖3分钟；18. 最后出锅前下入青椒和西红柿块；19. 小火炖2分钟，收汁，放入葱段、蒜片。即可出锅。	http://www.haodou.com/recipe/219865
